"symbol","ensembl_ID","User_ID","WITHEXPOSURE-REFERENCE_log2FC","WITHEXPOSURE-REFERENCE_adjPval","WITHEXPOSURE-WITHOUTEXPOSURE_log2FC","WITHEXPOSURE-WITHOUTEXPOSURE_adjPval","WITHOUTEXPOSURE-REFERENCE_log2FC","WITHOUTEXPOSURE-REFERENCE_adjPval","Processed data:","Ref_R1_SRR23919708","Ref_R2_SRR23919707","Ref_R3_SRR23919704","Ref_R4_SRR23919703","WE_R1_SRR23919698","WE_R2_SRR23919697","WE_R3_SRR23919706","WE_R4_SRR23919705","WOE_R1_SRR23919702","WOE_R2_SRR23919701","WOE_R3_SRR23919700","WOE_R4_SRR23919699"
"  TETUR11G04230","TETUR11G04230","TETUR11G04230",0.17895791188989,0.00263608873819022,-0.0181147281352125,0.889831934309956,0.197072640025103,0.000810307416032335,"",11.0375026527449,10.935775658974,10.9934324292906,11.0401978292985,11.1342573763345,11.0945430470385,11.1313247675762,11.139110711661,11.1783335855071,11.1540439918366,11.1112792205535,11.1045547319401
"NV11308-PA","NV11308-PA","NV11308-PA",-0.320893159372375,5.62533908212804e-06,0.00460062689236983,0.980735231739166,-0.325493786264745,3.9535450507199e-06,"",11.1601062596852,11.2872758890788,11.1201726434977,11.176091095536,10.9986450877012,10.9144377288711,10.9646084446887,10.9889017551885,10.96756842774,10.9843023831728,11.0109409060785,10.8893483683993
"  TETUR06G03190","TETUR06G03190","TETUR06G03190",-0.0462538016981368,0.609007283578084,-0.0511281896755355,0.719126882683365,0.00487438797739868,0.96144412446768,"",11.4395653693051,11.4815452722928,11.4094911872823,11.4346616662788,11.4993497196141,11.402126063773,11.3881720616788,11.3418268820818,11.4009356499246,11.4139449845173,11.5541661161848,11.4030782026982
"  TETUR05G00340","TETUR05G00340","TETUR05G00340",0.760614909584453,8.64090188120352e-16,0.126429243150528,0.431875778988481,0.634185666433925,3.224118608851e-11,"",9.47985606388553,9.67887181127264,9.45469391136753,9.53014482430281,9.99437315504994,9.93309793405775,10.0723824746632,10.0151124531713,9.87402307309308,9.96550960191787,9.98900537864987,9.8648372998232
"  TETUR01G12770","TETUR01G12770","TETUR01G12770",0.0853586251130577,0.378468920898049,0.0772771351864647,0.60804748691587,0.00808148992659297,0.942477304905237,"",11.4320406410751,11.5691612045705,11.3458010992056,11.4325204144021,11.5887359873427,11.4594285638722,11.422137300748,11.5507550999229,11.4114451356239,11.425131834231,11.4807462199239,11.493967790068
"  TETUR06G04420","TETUR06G04420","TETUR06G04420",-0.141450991541965,0.307156449221543,0.140138181749393,0.499264616515288,-0.281589173291358,0.0274367127190391,"",10.9954113506321,11.244902536898,11.0534566923843,11.0550038921633,10.9623281196794,10.9032909893663,10.9861415572342,11.114018966123,10.9243419528619,10.9335636011691,10.6701272532482,11.0363440975526
"  TETUR16G03800","TETUR16G03800","TETUR16G03800",-0.163934534671188,0.572547633541121,-0.172250876508527,0.708126614257847,0.00831634183733898,0.979549072432004,"",10.0939675567669,10.4680418872953,10.280745959188,10.2984583291276,9.81434058896526,10.3290773334295,10.3140264178703,10.2170389989606,9.98176013833805,10.31738006189,10.3853737841351,10.4533125877
"  TETUR16G01760","TETUR16G01760","TETUR16G01760",0.846114141548334,9.30146711224321e-19,0.209175967531213,0.143705437455204,0.636938174017121,6.02124744220938e-11,"",9.46555347116894,9.3590018100021,9.47502908076316,9.55280518473085,9.88388651560089,10.0150222057249,10.0261884748026,9.99211365656844,9.76354515532904,9.86664163032491,9.79575695159975,9.95832314014151
"  TETUR30G01030","TETUR30G01030","TETUR30G01030",-0.233892593190083,0.00587102943038709,-0.135239315090887,0.293232220924959,-0.0986532780991962,0.293683132667033,"",11.1780006524506,11.0425541916601,11.1830814876348,11.1762657588186,11.0244527137859,10.9152821178472,11.0833867156302,10.9126293917181,11.1041856069496,11.0881893828106,11.1208743069977,10.9970877273986
"  TETUR05G08020","TETUR05G08020","TETUR05G08020",-0.298848655869895,2.47882644502784e-06,-0.0562962321376437,0.636804435681233,-0.242552423732251,0.000166954611901332,"",11.3241826304748,11.2593518737268,11.3031567811891,11.299264487629,11.0926211792987,11.0298480752479,11.089664486496,11.1477043670993,11.1772172993415,11.1591612050802,11.1316531490501,11.0439604497
"  TETUR19G02530","TETUR19G02530","TETUR19G02530",-0.0997552591423243,0.382644592589332,0.0671579816837867,0.72453787810483,-0.166913240826111,0.118349512851172,"",11.3721502402171,11.6064155552268,11.3996636748935,11.3918414115794,11.4654931767634,11.3621873723903,11.2841699819212,11.3885063225688,11.253206181629,11.2475024234396,11.4027636247515,11.4073784789333
"  TETUR12G01960","TETUR12G01960","TETUR12G01960",-0.0870651317865883,0.0940244708219528,-0.0208770147831714,0.835843359643578,-0.0661881170034169,0.217210694345809,"",12.0927778287447,12.0350724639656,12.026260309739,12.0240600950835,12.0225567519349,11.9404132858714,11.9801852748735,11.9867432798307,11.9988470103779,11.9912251118961,12.0151452687763,11.9855337005646
"  TETUR01G13550","TETUR01G13550","TETUR01G13550",0.001325297228984,0.990156265131579,-0.0518730648504653,0.739535360492963,0.0531983620794493,0.583854897564159,"",11.1876492317794,11.2388828333451,11.2444569987211,11.2815469255767,11.2059280851295,11.2183128846672,11.2258724588624,11.3052325793746,11.2093761233668,11.2489414170363,11.4164582502718,11.213538673749
"  TETUR06G02500","TETUR06G02500","TETUR06G02500",-0.266539815113454,0.00660868617203005,-0.133798739972319,0.386481469376772,-0.132741075141135,0.212209357850387,"",11.0678772343419,10.814954664892,10.9903350077068,10.9726682160868,10.7795123110618,10.8638929051431,10.7622419652658,10.7290315584924,10.917356417776,10.8016953250981,10.9718420377244,10.7980822233913
"TETUR31G00560","TETUR31G00560","TETUR31G00560",-0.165888604981133,0.0276437741398333,-0.109093119370864,0.338659093637211,-0.0567954856102693,0.509684866370825,"",11.3949658098723,11.2994975465642,11.3144723836995,11.3068024872397,11.2232542635338,11.223293195577,11.246587316439,11.1651801824705,11.2914406860902,11.2957345039605,11.3807231636748,11.1839426479476
"  TETUR37G00790","TETUR37G00790","TETUR37G00790",0.0121533967155957,0.893676095046499,-0.11215571534594,0.270448029467072,0.124309112061536,0.0805282658994972,"",11.128748496442,11.1006339247648,11.121292113011,11.1380458126458,11.2449001651108,11.0885733697192,11.0898415063473,11.0903407765672,11.2306413795757,11.1900366457639,11.2265282361031,11.1834693044308
"  TETUR15G02380","TETUR15G02380","TETUR15G02380",-0.250053177037295,2.62702870366696e-06,-0.152695562142093,0.0316279249671089,-0.097357614895202,0.0949021264385184,"",11.3728103179093,11.3807572404593,11.42388660178,11.3728398436652,11.1935755032111,11.2124917556856,11.2140944417152,11.2381061743924,11.3365304095553,11.3071758367601,11.3710930989886,11.2617783601622
"  TETUR08G02790","TETUR08G02790","TETUR08G02790",-0.127598782905244,0.11921229241619,0.0311619637269367,0.844936097262357,-0.158760746632181,0.046470202368538,"",11.7930167598691,11.940634882734,11.7389637935423,11.7707138292601,11.6956405249842,11.6427030197718,11.7709109891494,11.7779283032427,11.6936030310596,11.6975500861152,11.6964223853375,11.7173910468347
"  TETUR26G01140","TETUR26G01140","TETUR26G01140",0.388326622529497,1.22539840897476e-05,0.0189707891664423,0.929074995044173,0.369355833363054,3.44025352400326e-05,"",10.2456761215969,10.2520111085447,10.209985952807,10.1856338462913,10.5553786413603,10.5105154631287,10.4618387237637,10.3678184124908,10.421375441772,10.3885004069605,10.5936621027376,10.4388532424274
"T1KYM0","T1KYM0","T1KYM0",0.0567410203211157,0.701095609975845,0.139543979763608,0.486779946974769,-0.0828029594424918,0.565057158376213,"",11.0808034679063,10.7728445430959,11.0759682242589,10.9887497523916,11.088674363692,11.0654025499102,11.0536129026111,10.8813539156902,10.903584557289,10.8056611522078,11.0657130226811,10.929550530776
"  TETUR10G01600","TETUR10G01600","TETUR10G01600",-0.157305787716274,0.0920396102879066,0.171607359658032,0.177875753097146,-0.328913147374305,0.000139678882647157,"",11.4788971185431,11.6172548172958,11.4971316766214,11.4769906272777,11.3674291406462,11.4203962001843,11.3626098692516,11.4807975405207,11.2314455769567,11.3472226582142,11.1736972777721,11.3938544513061
"TETUR11G05810","TETUR11G05810","TETUR11G05810",0.0599384963800824,0.439002300977803,0.0377452084226304,0.774544026089622,0.022193287957452,0.795712660100255,"",11.8718732164007,11.958866128697,11.8378246565002,11.9186955987604,11.9334081013281,11.9504784049683,11.8804008336899,11.9939363982788,11.8715581448643,11.9457077916316,11.8586213248138,11.9740669066124
"  TETUR29G00250","TETUR29G00250","TETUR29G00250",0.173938608347612,0.00975403572805999,0.059875689182024,0.610623771627036,0.114062919165588,0.106998365461901,"",11.168506008177,11.2351648290108,11.1945987243735,11.2898503539285,11.391969906197,11.2813008578554,11.3581514865746,11.3384189644243,11.359026406941,11.2763874804557,11.2590133529519,11.3096911857328
"  TETUR09G03950","TETUR09G03950","TETUR09G03950",0.144904164409673,0.264550336120744,0.0313671807126287,0.905411952075275,0.113536983697044,0.399556714780981,"",10.776893448823,10.7849672706847,10.7108952854802,10.6868454440212,10.7240523926835,10.7075097412099,10.9261220451471,10.9693768410515,10.918625743022,10.8817779456889,10.6342577903113,10.81229989913
"  TETUR08G04350","TETUR08G04350","TETUR08G04350",-0.270152804637426,8.26777895842103e-05,-0.0644721261098728,0.605235091003429,-0.205680678527553,0.00351141959214266,"",11.4590844522886,11.5417687511127,11.5006317289903,11.488027462901,11.2203890759897,11.2731017416714,11.3587268439724,11.3781281540896,11.2846929401776,11.3847880263832,11.3753345087256,11.3685320673877
"  TETUR07G07520","TETUR07G07520","TETUR07G07520",0.103705241451517,0.09013307508048,0.180254213650719,0.0106986562433614,-0.0765489721992025,0.229411587507313,"",11.8676600812214,11.8611775826422,11.9128220867536,11.9288613209699,11.9891364926682,11.8812739647014,12.0042987726133,11.987696777517,11.8197523545195,11.8421168913803,11.8226874256003,11.8703037217729
"  TETUR29G00420","TETUR29G00420","TETUR29G00420",-0.145163420453975,0.0020976246732861,-0.0698222436224655,0.346370533270987,-0.0753411768315092,0.136535192397169,"",11.8575324105784,11.8773713766388,11.8368126854528,11.8703025760082,11.7969878700986,11.7262456235201,11.7322009129349,11.7744460003753,11.804906452433,11.8061753507854,11.8279136782725,11.7893577772787
"  TETUR17G03430","TETUR17G03430","TETUR17G03430",0.721354152137095,6.97780834894614e-16,0.0846406044166233,0.611581859942333,0.636713547720472,1.42976638142849e-12,"",9.46625562620558,9.61567590340264,9.65663248454652,9.58172816821896,10.016643328317,9.98655333423418,10.1206810283252,9.97044477225996,9.88539197673776,9.974550053787,10.0231408223802,9.99780126112983
"T1KI65","T1KI65","T1KI65",1.79838778482379,1.59917080914819e-44,0.101698502121923,0.671864754556963,1.69668928270187,1.10246513464876e-39,"",8.26588062232406,8.07510257618988,8.17689502296889,8.13752814452737,9.18039318542807,9.05829448739429,9.04996167233772,8.94052366980086,8.96439263704277,8.90503940230107,9.13616033524595,8.99000566076063
"T1KW25","T1KW25","T1KW25",0.145232360795198,0.149907755453786,-0.096552788440857,0.542736215314338,0.241785149236055,0.0107892137652413,"",10.7247954614125,10.5346722974073,10.6846461166156,10.6746915339045,10.7468035464379,10.8582244106483,10.7556408581204,10.6459915189099,10.8879029662466,10.7343422384181,10.8488435624844,10.8002212690498
"  TETUR23G02180","TETUR23G02180","TETUR23G02180",0.314940183212508,0.000421964988970293,0.521307196809217,2.6592116706711e-08,-0.206367013596709,0.0291461827000748,"",10.5625609208033,10.5092264146449,10.4571454877839,10.4174397100672,10.5704144691481,10.6548653692074,10.8011168877251,10.7525538188663,10.3745542306616,10.3807828918626,10.2870742897655,10.3680517418079
"  TETUR07G07450","TETUR07G07450","TETUR07G07450",-0.219212152745553,0.000170955199306479,-0.249921307229378,0.000134330790006283,0.0307091544838251,0.671979367685792,"",11.0972184635129,11.1284424154624,11.0774471237342,11.071904399238,10.9614256920413,10.9123014816009,10.9521504721241,10.9511820745002,11.1001702509657,11.1578395648398,11.0464206485081,11.1528875269491
"  TETUR10G00190","TETUR10G00190","TETUR10G00190",0.113129179457794,0.24050681225245,0.0619175322381671,0.705624455527077,0.0512116472196267,0.629802089669622,"",11.2607773541683,11.4364685091024,11.2661838174102,11.2686808514999,11.3668758772002,11.3067176105596,11.4389469324305,11.4380285783824,11.4004833783667,11.4044931029447,11.2419056790275,11.3293837456399
"T1JSC7","T1JSC7","T1JSC7",0.463971589384747,4.18887558736762e-06,0.236410886408668,0.101521494963475,0.227560702976079,0.0366036486885894,"",10.2356012557575,10.2960504538315,10.2392863468335,10.2713547122667,10.4320963000704,10.5353922742844,10.6287770105571,10.6497642311174,10.4125810199931,10.5357196034151,10.2510595843662,10.4154368090451
"  TETUR17G03680","TETUR17G03680","TETUR17G03680",-0.0390165003919682,0.733885333832001,-0.130244549523404,0.369805313755433,0.0912280491314357,0.385155128006113,"",11.0238813137696,10.8527419617928,11.0541732493015,10.9702581130856,11.032377212081,10.9764640492184,10.954028898956,10.8332690178148,11.0364076151868,10.9700553614388,11.124307159821,11.0247185761849
"  TETUR29G01670","TETUR29G01670","TETUR29G01670",-3.20791494118197,5.10005279972702e-86,-0.0435407390184419,0.926888758530567,-3.16437420216353,1.30802677796073e-86,"",8.07977717245133,8.12658928578539,8.06142633595855,8.29313331405173,6.81434913682835,6.84379834283624,6.80585158531826,6.8376868913399,6.72020204741109,6.81717622768897,6.8864636662462,6.89791677390247
"  TETUR03G08660","TETUR03G08660","TETUR03G08660",-0.335373615648468,4.78557073614829e-05,-0.00820613728015395,0.967894160754458,-0.327167478368314,7.5118696528054e-05,"",11.0808032974811,11.2221241355002,11.0365312682727,11.0874502034606,10.8972938750062,10.8097497448445,10.8538138756208,10.9523240209923,10.8826365558564,10.9372796382758,10.7891315109887,10.925715184678
"  TETUR26G02780","TETUR26G02780","TETUR26G02780",1.16387642998202,4.06604502389094e-40,-0.0249337939006067,0.900944317801108,1.18881022388263,3.78680714032641e-42,"",8.88022386585277,8.697897472741,8.74278863282872,8.81538368915845,9.46057017754431,9.46546328009221,9.40372850192147,9.38620297918114,9.48712063224986,9.43105550830775,9.45442637873597,9.40456105523663
"  TETUR26G01560","TETUR26G01560","TETUR26G01560",-0.00316916723881854,0.975403914203799,0.015411321154623,0.923349261112475,-0.0185804883934416,0.835012655788188,"",11.7858991695745,11.9392699210945,11.7665932868993,11.7766447193365,11.8325452427694,11.7677321825818,11.8267833307049,11.8396541000401,11.8502383819734,11.7867747891792,11.8023365772915,11.7839805835974
"  TETUR27G00110","TETUR27G00110","TETUR27G00110",0.907561228370514,1.19923491433137e-28,0.219081552047838,0.0543007933882668,0.688479676322676,1.06029347372979e-16,"",9.2540596649106,9.34812246139172,9.36979322855169,9.42341979100768,9.87352565843105,9.89956984597828,9.82673152714908,9.97795502900697,9.78107946687068,9.75364118576235,9.71563186071241,9.78309930967221
"  TETUR14G02190","TETUR14G02190","TETUR14G02190",-0.0402256279888282,0.713834923333572,-0.0347335456436847,0.853138081324663,-0.00549208234514357,0.96344697941116,"",11.2609549476676,11.2284222385645,11.2858364337014,11.2561790472095,11.3515992585031,11.2642321351383,11.1635690868146,11.1275632566814,11.2945569544417,11.2405937758886,11.3327856432128,11.1393035193319
"  TETUR24G00090","TETUR24G00090","TETUR24G00090",-0.373524409880848,0.00184446430255058,-0.304318098747464,0.0569458798425945,-0.0692063111333839,0.635614643203106,"",10.6417918426486,10.3195983130342,10.6260001382921,10.5262520216357,10.2703662650921,10.3896129394929,10.3569338193889,10.1306941872044,10.5432504087519,10.5056988090342,10.4620112054133,10.4458173293
"  TETUR16G01400","TETUR16G01400","TETUR16G01400",-0.130438727352135,0.182256811785366,0.0752887795651177,0.643232594126597,-0.205727506917253,0.0264978966082607,"",11.6462854066887,11.8484920592817,11.7740465093352,11.7644218565605,11.544870970561,11.6510542029557,11.7104320816057,11.7570405610762,11.583648715448,11.6325504452767,11.5423152897007,11.6987806963377
"  TETUR16G02100","TETUR16G02100","TETUR16G02100",-0.0966940251244076,0.408878957344554,-0.134103590425371,0.410980959549923,0.0374095653009634,0.773580777316335,"",11.1426901712559,11.2191077268802,11.2383640178881,11.1727041164763,10.9006591796888,11.1847550847936,11.2190845407719,11.1770178621175,11.1846126705679,11.2706891018117,11.1539583230173,11.2651282054378
"  TETUR16G01220","TETUR16G01220","TETUR16G01220",-0.171090974817807,0.00237316494988724,-0.0344081910269897,0.753587823476661,-0.136682783790817,0.0179181126366341,"",11.9666158035891,11.8851032521954,11.984338864804,11.9453336144555,11.7851338807237,11.838747519402,11.8356272434948,11.8382518526454,11.795100887271,11.8341679950122,11.885295218728,11.8789095072394
"  TETUR16G00870","TETUR16G00870","TETUR16G00870",-0.148010465785299,0.103077114276764,-0.155424103286454,0.21648664870663,0.00741363750115473,0.947236870072859,"",11.0756728115529,11.2352946651414,11.0573296258834,11.1223003827122,11.0714051025004,10.9869752676916,10.919750640287,11.1060441036683,11.1585049783238,11.1248643860376,11.1602564592928,11.0736462077614
"  TETUR03G02970","TETUR03G02970","TETUR03G02970",-0.104472202223444,0.132070319671887,-0.015085084357932,0.920092246572529,-0.0893871178655117,0.204703209668288,"",11.9534306651668,12.0133529309073,11.936212837718,11.876680765697,11.8826499441655,11.8756200858322,11.7924127842021,11.93201808756,11.881352682012,11.8692295167468,11.9196326599352,11.8585247786005
"  TETUR28G02040","TETUR28G02040","TETUR28G02040",-0.105449089683679,0.332093703627894,0.00423718015254496,0.987466846801934,-0.109686269836224,0.30951706242068,"",11.4438037722509,11.5655551131749,11.4588066796257,11.4498967663643,11.2935011137376,11.3028073159511,11.480353351582,11.5312646991525,11.4406852222288,11.4498147132366,11.294534126404,11.4242301814699
"  TETUR05G08580","TETUR05G08580","TETUR05G08580",-0.234307653087536,0.0045226084707297,-0.0934162935262219,0.497607141257495,-0.140891359561314,0.106671210410678,"",11.2663563797615,11.3686811350552,11.2290152157323,11.2194307944591,11.1890756192951,11.0921446006133,11.1090288898162,11.0481475788221,11.1307889440277,11.1269556768917,11.2840871097825,11.1499125851871
"  TETUR01G14010","TETUR01G14010","TETUR01G14010",-0.0808798747040359,0.158219844117938,-0.020229791246809,0.856289021454519,-0.0606500834572269,0.305354213147668,"",12.0316237888799,12.0139507183917,12.0079278510824,11.9928574366674,11.9703278646985,11.9373622135848,11.9392920370176,11.9689592918202,12.0127189782236,12.0117034026949,11.9362492461962,11.9094498885355
"T1KJ82","T1KJ82","T1KJ82",0.0637346270493923,0.414321793353236,0.000155250314325507,0.999682609941159,0.0635793767350668,0.415570467928766,"",11.4591191950854,11.5313537466568,11.4670845859304,11.4702781057416,11.5852903536156,11.5156728543367,11.4634110465798,11.5393628660605,11.6089051689015,11.530268241882,11.4544386586524,11.507698699111
"  TETUR39G00430","TETUR39G00430","TETUR39G00430",-0.707918138578424,9.07856501384263e-08,-0.00694910336899658,0.986154032181452,-0.700969035209427,1.18994313793382e-07,"",9.98504228178389,10.1105069187851,10.0595628063909,10.1795959377504,9.39950970584778,9.76358254378833,9.66484258581248,9.71125436650783,9.49945777768393,9.67542824685563,9.63084750954688,9.76728016871235
"  TETUR04G02280","TETUR04G02280","TETUR04G02280",0.16973255997144,0.0164442263621091,-0.0193181485361591,0.900121797292753,0.189050708507599,0.00693376407324162,"",10.9719817914649,10.8467520272499,10.9151692348953,10.9799696582769,11.1172377373877,11.0115837363539,11.0505881802511,10.9980602155198,11.0712092872592,11.0213433453163,11.0865226509547,11.0545169741095
"  TETUR04G07780","TETUR04G07780","TETUR04G07780",1.12708958393807,8.60242499074379e-15,-0.2751795674972,0.215547704879749,1.40226915143526,1.09044771243728e-22,"",8.41940390228274,8.56341669965595,8.59549961423569,8.58236325910702,8.8649134906082,9.20366894457645,9.27336532525155,9.14264952469304,9.23551901068015,9.34750503498041,9.2205962620311,9.36337393272816
"  TETUR11G06160","TETUR11G06160","TETUR11G06160",-0.0727738702630085,0.330536517355232,-0.0937032689881783,0.370867592050028,0.0209293987251697,0.806024067255756,"",11.4369582982022,11.4338048924732,11.3600920819389,11.4017492774974,11.4080337280499,11.3720782906594,11.3333266715878,11.3163710529221,11.4024309841177,11.3819993174854,11.5152240965852,11.3873475131167
"  TETUR11G04780","TETUR11G04780","TETUR11G04780",-0.341099466598158,0.000447110891448169,0.047680469776582,0.81122269442499,-0.38877993637474,5.22418889572158e-05,"",10.9236080520418,11.0522501017064,10.9470148437791,10.939448315269,10.7790300554054,10.792212880001,10.6062851691157,10.754135173416,10.5680403016462,10.6558950192452,10.8021237363483,10.7721297165866
"T1KWZ5","T1KWZ5","T1KWZ5",-0.203544047524837,0.109851069509511,0.103676466822329,0.628421712631786,-0.307220514347165,0.0115303340434258,"",10.9181708557735,11.1618878374356,10.8756490747938,10.8864873592423,10.7416598531098,10.7737627358917,10.8305947478407,10.955525234834,10.8150604913799,10.8461433799805,10.6065847860535,10.7521604804202
"  TETUR07G00990","TETUR07G00990","TETUR07G00990",0.275247789428735,0.0510218205049791,0.0687936751989589,0.801342705910126,0.206454114229777,0.158920511285618,"",10.3375344850906,10.5231310922756,10.4774527230662,10.4855426016131,10.327564298702,10.7406121023039,10.737293415987,10.704407988845,10.5659884308312,10.6405750191552,10.4840637645021,10.677119685195
"  TETUR28G00720","TETUR28G00720","TETUR28G00720",-0.127653273790342,0.00661536273346903,-0.0413023780087539,0.618494121084012,-0.0863508957815884,0.0785798747296748,"",12.0570872645141,12.04598930092,12.0568351749568,12.0129860352952,11.9505198855891,11.9427182499755,11.9293323761276,11.9864833915895,12.005421882456,11.9952862579481,11.9817398307572,11.9435956963913
"  TETUR08G00380","TETUR08G00380","TETUR08G00380",-0.579423591115644,0.317548335265846,0.0827346255215214,0.948054181220366,-0.662158216637165,0.244818438034958,"",9.10455572155306,9.5170681229724,9.59504811335255,9.61739731607073,8.28871881111186,9.35924404629216,9.31173916707544,9.26616982995475,8.55465145580223,9.14437006903287,9.18683012309321,9.32178690004358
"  TETUR20G02310","TETUR20G02310","TETUR20G02310",-0.00173357577019806,0.988737569384983,-0.212476216353438,0.0765049150097377,0.21074264058324,0.0204448446354868,"",10.6151595370997,10.5589706344986,10.7009251427143,10.6789168682668,10.6791896582911,10.7049671095626,10.6455570894634,10.5163805158894,10.746725582536,10.770139706891,10.876633436915,10.7240976852442
"  TETUR16G00650","TETUR16G00650","TETUR16G00650",0.106053257167905,0.469236176477707,-0.221092678003489,0.238179563135064,0.327145935171394,0.0105298431695589,"",10.3564031575396,10.0326725754631,10.3121971695384,10.2112525505282,10.3575947283328,10.3772745209041,10.3632045988857,10.0912580149255,10.4220603758044,10.4509942546562,10.4946266788145,10.4247374078028
"T1KUY0","T1KUY0","T1KUY0",0.559490690011959,4.95341026911255e-11,0.152013769304428,0.256287374695942,0.407476920707531,2.97131167727871e-06,"",9.94421962318557,10.1566367203863,9.94413585462536,9.99035936513281,10.3956948440157,10.3430169639191,10.3374123874303,10.406366145697,10.2702621249776,10.2096049427651,10.2685080122295,10.3348599820124
"  TETUR02G14701","TETUR02G14701","TETUR02G14701",-3.88665456945329,1.5442610351281e-113,-0.282702033962062,0.431220764214228,-3.60395253549123,2.52141964428403e-111,"",8.02158445171245,7.86665098759333,8.00781417711697,7.94090287323377,6.46772960491822,6.48583612996809,6.55940502841392,6.47952206948217,6.57394453422608,6.55767634038995,6.58518718263525,6.46384640689397
"  TETUR01G06830","TETUR01G06830","TETUR01G06830",0.0152167216947152,0.887078578400828,0.121426720939341,0.328508802872044,-0.106209999244626,0.226821481408729,"",11.7187491868885,11.691672521474,11.6746373204791,11.6998426586064,11.6907745795297,11.6160604907587,11.7295395243666,11.7851147893185,11.7044969186238,11.6586831696983,11.4884512127625,11.6236663991381
"  TETUR07G06430","TETUR07G06430","TETUR07G06430",2.70071256696376,8.07967185065259e-73,-0.276767582886053,0.153541917232756,2.97748014984981,1.54141012889939e-89,"",7.39199180007351,7.55390949192222,7.38569872333175,7.38942269337426,8.51802352394173,8.61315519402045,8.51455597055694,8.38010805686254,8.74538675420672,8.68354706343212,8.64276770002483,8.57555260001004
"  TETUR28G01940","TETUR28G01940","TETUR28G01940",-0.237692466553489,0.00424403719306148,-0.0154310652600671,0.937563597464712,-0.222261401293421,0.00804985968828961,"",11.3215351682017,11.2507309442801,11.2727796668236,11.3621864851202,11.1345343578749,11.0925188453278,11.1753342033288,11.1492715784229,11.2331714089556,11.222256790603,11.0139743744106,11.1120437143381
"  TETUR32G00600","TETUR32G00600","TETUR32G00600",-0.516837936502117,1.52607225563935e-19,-0.0716793381004543,0.491814431334233,-0.445158598401663,6.21899526498975e-15,"",10.7179519934201,10.7686596547894,10.6987557561385,10.6663270745569,10.4089553531364,10.3877349634127,10.3414213578573,10.3426189422953,10.4204535897267,10.3991486597792,10.4127261931799,10.4359087878152
"  TETUR15G00550","TETUR15G00550","TETUR15G00550",-0.332037397032643,0.00860850312114371,-0.252718796646281,0.155336044363495,-0.0793186003863618,0.598594189985364,"",10.5269453175353,10.3369099804243,10.4846547658467,10.4868682587996,10.32731806592,10.2973859031654,10.2247152281756,10.1188840554605,10.4765208446246,10.284667242958,10.5823358880533,10.2586781431405
"  TETUR07G02580","TETUR07G02580","TETUR07G02580",-0.354072416716892,2.4243868063576e-12,-0.0331275238341759,0.753198305448618,-0.320944892882716,2.16739819074218e-10,"",11.2333503600233,11.2743420301405,11.2388347047917,11.2425163208262,11.0184640574172,11.0329217395812,10.9449872331008,11.0161393493577,11.0052087610332,11.0091857720648,11.0446276203597,11.0448459072653
"  TETUR18G03010","TETUR18G03010","TETUR18G03010",0.341489735539147,5.34695636587692e-05,-0.0651533064894539,0.679452326535515,0.406643042028601,9.93271967180673e-07,"",10.1734356229545,10.2415545068914,10.275441038572,10.2802610784673,10.4081995238881,10.5822449234932,10.4391653433699,10.4234007267861,10.4534003815673,10.4490620477537,10.5764946887722,10.5494772940003
"EFX83500","EFX83500","EFX83500",0.00666020858937987,0.946975938208271,-0.0554673039514913,0.672009514944479,0.0621275125408712,0.456563315102104,"",11.5403435847934,11.655947286346,11.5688333646604,11.5304636792549,11.5495277964955,11.5508533625854,11.6226999347618,11.5936236879882,11.6170594385258,11.6175875350979,11.5288173985628,11.7042067223456
"  TETUR13G02120","TETUR13G02120","TETUR13G02120",0.0223157948503025,0.746600867038575,-0.0603157171496031,0.513581925131698,0.0826315119999055,0.165384624834323,"",11.5648549115732,11.567383538419,11.5841027409218,11.5177639469957,11.5142970452916,11.5804348399293,11.609231615125,11.5915179474211,11.5963506007314,11.6506054456948,11.6346981961416,11.583947894879
"  TETUR19G00920","TETUR19G00920","TETUR19G00920",0.00282155531992244,0.985603553957203,0.0768695404589105,0.708086645735852,-0.0740479851389881,0.571771085698494,"",11.1003825809352,11.2306607481031,11.1359965274722,11.2215483138723,11.0951348765715,11.0269416537385,11.2192145855617,11.3351989226605,11.1999596370153,11.164729510056,10.9798946460584,11.133382946292
"  TETUR01G00140","TETUR01G00140","TETUR01G00140",-0.0990744227445869,0.457264229486181,0.149491771155461,0.419459965076721,-0.248566193900048,0.0373837880594469,"",11.1950261571355,11.4565650296962,11.2888163363075,11.2384659343391,11.1665351571283,11.2454272161295,11.2031631812804,11.3019754733096,11.0595689994454,11.1780165053707,10.95783699282,11.287486286351
"TETUR05G05360","TETUR05G05360","TETUR05G05360",-0.137546945395867,0.351738917398486,0.175997714711372,0.397623484567804,-0.313544660107239,0.0192239344947297,"",10.861568164113,11.0331914569067,10.9157391925105,10.9519299260425,10.7740279137811,10.7769719893514,10.8283454277878,10.9998020440333,10.8297633676381,10.768683373306,10.4487425658693,10.8312382987867
